"ORDCOM","FECORD","CODPRO","DESORD","CRECON","PLAENT","TIECAN","MONORD","DTOORD","REFCOM","STAORD","AFEPRE","CONPAG","FORENT","FECANU","TIPMON","VALMON","TIPCOM","TIPORD","TIPO","CODUNI","CODEMP","NOTORD","TIPDOC","TIPPRO","AFEPRO","DOCCOM","REFSOL","TIPFIN","JUSTIF","CONCEPTO","REFREQ","RESENT","LUGENT","LUGCOM","EMBALAJE","ORIGEN","CLAFIE","CLAPEN","CLAESP","CLAEXT","CODINTUSU","FIANZA","FECFIA","INSFIN","CODUBI","CODMEDCOM","CODPROCOM","CODPAI","CODEDO","CODMUN","APLART","APLART6","ALCORD","CODTIPCOM","NUMCON","FECCON","NUMPTO","FECPTO","NUMRES","PORTOL","FECAPR","MONFIA","TIPFIA","CEDFIRAUT","CODTIPART","OBSEMB","CODTIPFIN","CODSUC","CODARTEMP","CODPROCCONT"
"20OCG00047",2020-02-04 00:00:00,"0000001707","ERVICIO DE  70 DESAYUNOS ,47 ALMUERZOS 25 REFRIGERIOS PARA PERSONAL QUE APOYARA EN EL EMPAQUETADO DE LAS BOLSAS CLAP PARA LOS  DIFERENTES ESTADO   ANZOATEGUI  Y BARCELONA ",,,,202133016,0,"20OCG00047",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST000303,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,YCCASTILLO,N,,,"0025",,,,,,NO,NO,,,,,"0002-2020",2020-02-04 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00048",2020-02-04 00:00:00,"0000001707",SERVICIO DE 92 REFRIGERIO Y DE 47 DESAYUNOS PARA PERSONAL QUE APOYARA EN EL EMPAQUETADO DE LAS BOLSAS CLAP DE LOS ESTADOS ARAGUA Y CARABOBO,,,,182397936,0,"20OCG00048",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST000299,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,YCCASTILLO,N,,,"0025",,,,,,NO,NO,,,,,"0002-2020",2020-02-04 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00081",2020-02-10 00:00:00,"0000001707",SERVICIO DE DESAYUNO Y ALMUERZO CON BEBIDAS PARA EL PERSONAL QUE PRESTÓ APOYO EN LA ELEBORACION DE LAS CAJAS CLAP A SER DISTRIBUIIDAS EN  LOS VALLES DEL TUY  PARROQUIA SANTA TERESA.,,,,69101200,0,"20OCG00081",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST000389,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,eramirez,N,,,"0025",,,,,,NO,NO,,,,,GGCJ-0011-2020,2020-02-10 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00103",2020-02-13 00:00:00,"0000000821","SERVICIO DE REPARACION Y MANTENIMIENTO (CAMBIO DE ACEITE Y FILTRO, REEMPLAZO DE AMORTIGUADORES) AL VEHICULO TOYOTA MACHITO PLACA AA000UU, ADSCRITO A LA FLOTA VEHICULAR DE CUSPAL. ",,,,159152000,0,"20OCG00103",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST000249,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,rlamuno,N,,,"0025",,,,,,NO,NO,,,,,COM-00074-2020,2020-02-13 00:00:00,,0,1899-12-30 00:00:00,0,,                    ,"0000000001",,"000001",,,"002"
"20OCG00104",2020-02-13 00:00:00,"0000001292","ADQUISICION DE JUEGO DE VAJILLA Y JUEGO DE TAZAS DE CAFE PARA DOCE PERSONAS, CON EL FIN DE DOTAR A LA COCINA DE PRESIDENCIA, EN EL MES DE ENERO.",,,,24951600,0,"20OCG00104",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC000403,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,rlamuno,N,,,"0025",,,,,,NO,NO,,,,,COM-00072-2020,2020-02-13 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"002"
"20OCG00105",2020-02-13 00:00:00,"0000001292","ADQUISICION DE FRUTAS (MELON, PIÑA, PARCHITA, FRESA, MORA, NARANJA, DURAZNO) Y LEGUNBRES (CILANTRO, AJO PORRO Y CELERY) PARA DOTAR A LA COCINA DE PRESIDENCIA CUSPAL EL DIA 3 DE FEBRERO.",,,,19610000,0,"20OCG00105",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC000405,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,rlamuno,N,,,"0025",,,,,,NO,NO,,,,,COM-00071-2020,2020-02-13 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"002"
"20OCG00106",2020-02-13 00:00:00,"0000001292","ADQUISICION DE MANTEL Y ALIMENTOS (PAN, LECHE, VEGETAL, CARNES) PARA DOTAR A LA COCINA DE PRESIDENCIA EL DIA 04 DE FEBRERO. ",,,,24608784,0,"20OCG00106",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC000404,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,rlamuno,N,,,"0025",,,,,,NO,NO,,,,,COM-00070,2020-02-13 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"002"
"20OCG00107",2020-02-13 00:00:00,"0000001292","ADQUISICION DE ARTICULOS Y ALIMENTOS (GALLETAS, CARAMELOS, SALSAS, Y BATIDORA MANUAL) PARA DOTAR A LA COCINA DE PRESIDENCIA EL DIA 05 DE FEBRERO. ",,,,18988040,0,"20OCG00107",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC000407,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,rlamuno,N,,,"0025",,,,,,NO,NO,,,,,COM-00069-2020,2020-02-13 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"002"
"20OCG00108",2020-02-13 00:00:00,"0000001292","ADQUISICION DE ALIMENTOS (CHAMPIÑONES, CHARCUTERIA, PASTA, Y TE) PARA DOTAR A LA COCINA DE PRESIDENCIA EL DIA 06 DE FEBRERO.",,,,18096000,0,"20OCG00108",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC000406,,,,,,CARACAS,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,rlamuno,N,,,"0025",,,,,,NO,NO,,,,,COM-00068-2020,2020-02-13 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"002"
"20CAL00284",2020-02-17 00:00:00,"0000002017","ADQUISICION DE  127.322 CAJAS DE COMBOS DE ALIMENTOS A LA EMPRESA  MAXIMAS DISTRIBUCIONES A UN PRECIO UNITARIO DE 12,82 EUROS/TM (ADQUISICION PRODUCTO TERMINADO)",,,,1632268.04,0,"20CAL00284",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,X,2020-02-17 00:00:00,X,0,,,,V19486903           ,"0000000021",,"000001",,,"001"
"20CAL00761",2020-05-08 00:00:00,"0000001521",ADQUISICION DE  1.060 TM DE POLLO  A LA EMPRESA  AVICOLA DEL ALBA A UN PRECIO UNITARIO DE  1.404 EUROS/TM (ADQUISICION PRODUCTO TERMINADO),,,,1488240,0,"20CAL00761",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,XX,2020-05-08 00:00:00,XX,0,,,,V14179955           ,"0000000021",,"000001",,,"001"
"20CAL00764",2020-05-11 00:00:00,"0000002161",ADQUISICION DE  2000 TM DE ARROZ  A LA EMPRESA  FINARMA  A UN PRECIO UNITARIO DE 920 EUROS/TM (ADQUISICION PRODUCTO TERMINADO),,,,1840000,0,"20CAL00764",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,XX,2020-05-11 00:00:00,X,0,,,,V10636424           ,"0000000021",,"000001",,,"001"
"20CAL00767",2020-05-11 00:00:00,"0000001042",ADQUISICION DE 420 TM DE HARINA DE MAIZ  A LA EMPRESA  FCEREALES Y PILONES  A UN PRECIO UNITARIO DE 782 EUROS/TM (ADQUISICION PRODUCTO TERMINADO),,,,328440,0,"20CAL00767",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,XX,2020-05-11 00:00:00,XX,0,,,,V10762248           ,"0000000021",,"000001",,,"001"
"20CAL00770",2020-05-11 00:00:00,"0000002646",ADQUISICION DE  180 TM DE FRIJOL CHINO  A LA EMPRESA  CORPORACION ASGB  A UN PRECIO UNITARIO DE 920 EUROS/TM (ADQUISICION PRODUCTO TERMINADO),,,,215280,0,"20CAL00770",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,XX,2020-05-11 00:00:00,X,0,,,,V14642908           ,"0000000021",,"000001",,,"001"
"20CAL00787",2020-05-12 00:00:00,"0000002577","ADQUISICION DE 300 TM   DE  PASTA ALIMENTICIA  A U N PRECIO DE 690  EUROS/TM EN PRESENTACION DE  500GRS    A LA EMPRESA  FOODVEN CORP, C.A. (ADQUISICION PRODUCTO TERMINADO). (FONDEN)",,,,345000,0,"20CAL00787",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-12 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-05-12 00:00:00,XXXXX,0,,0,,V18351019           ,"0000000021",,"000001",,,"001"
"20CAL00788",2020-05-12 00:00:00,"0000002577","ADQUISICION DE 500 TM   DE  PASTA ALIMENTICIA  A U N PRECIO DE 690  EUROS/TM EN PRESENTACION DE  12X1 KG  A LA EMPRESA  FOODVEN CORP, C.A. (ADQUISICION PRODUCTO TERMINADO). (FONDEN)",,,,550,0,"20CAL00788",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-12 00:00:00,"00 ",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-05-12 00:00:00,XXXXX,0,,,,V18351019           ,"0000000021",,"000001",,,"001"
"20CAL00789",2020-05-12 00:00:00,"0000002577","ADQUISICION DE 500 TM   DE  PASTA ALIMENTICIA  A U N PRECIO DE 1.10 EUROS/TM EN PRESENTACION DE  12X1 KG  A LA EMPRESA  FOODVEN CORP, C.A. (ADQUISICION PRODUCTO TERMINADO). (FONDEN)",,,,550,0,"20CAL00789",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-12 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXXX,2020-05-12 00:00:00,XXXXX,0,,,,V18351019           ,"0000000021",,"000001",,,"001"
"20CAL00790",2020-05-12 00:00:00,"0000002577","ADQUISICION DE 500 TM   DE  PASTA ALIMENTICIA  A U N PRECIO DE 1.100 EUROS/TM EN PRESENTACION DE  12X1 KG  A LA EMPRESA  FOODVEN CORP, C.A. (ADQUISICION PRODUCTO TERMINADO). (FONDEN)",,,,550000,0,"20CAL00790",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JPABON,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-05-12 00:00:00,XXXXX,0,,,,V18351019           ,"0000000021",,"000001",,,"001"
"20CAL00791",2020-05-12 00:00:00,"0000002658","ADQUISICION DE 1.104 TM   DE  ACEITE  A U N PRECIO DE 1.299,99 EUROS/TM EN PRESENTACION DE  12X1 KG  A LA EMPRESA  AGROINVERSIONES LA VICTORIA, C.A. (ADQUISICION PRODUCTO TERMINADO). (FONDEN)",,,,1435188.96,0,"20CAL00791",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-12 00:00:00,"00 ",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-05-12 00:00:00,XXXXXX,0,,,,V20528145           ,"0000000021",,"000001",,,"001"
"20CAL00792",2020-05-12 00:00:00,"0000002658","ADQUISICION DE 1.104 TM   DE  ACEITE  A U N PRECIO DE 1.293, EUROS/TM EN PRESENTACION DE  12X1 KG  A LA EMPRESA  AGROINVERSIONES LA VICTORIA, C.A. (ADQUISICION PRODUCTO TERMINADO). (FONDEN)",,,,1427990.88,0,"20CAL00792",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-12 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-05-12 00:00:00,XXXXX,0,,,,V20528145           ,"0000000021",,"000001",,,"001"
"20CAL00793",2020-05-12 00:00:00,"0000002658","ADQUISICION DE 1.104 TM   DE  ACEITE  A U N PRECIO DE 1.299,99 EUROS/TM EN PRESENTACION DE  12X1 KG  A LA EMPRESA  AGROINVERSIONES LA VICTORIA, C.A. (ADQUISICION PRODUCTO TERMINADO). (FONDEN)",,,,1435188.96,0,"20CAL00793",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-05-12 00:00:00,XXXXXX,0,,,,V20528145           ,"0000000021",,"000001",,,"001"
"20CAL00813",2020-05-15 00:00:00,"0000002544",ADQUISICION DE  3312 TM DE ACEITE A LA EMPRESA  KADOSK A UN PRECIO UNITARIO DE 1555.55556 EURO/TM (ADQUISICION PRODUCTO TERMINADO),,,,5152000,0,"20CAL00813",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-19 00:00:00,"00 ",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,X,2020-05-15 00:00:00,X,0,,,,V16896944           ,"0000000021",,"000001",,,"001"
"20CAL00816",2020-05-15 00:00:00,"0000002674","ADQUISICION DE 1.050 TM DE PASTA ALIMENTICIA A UN PRECIO DE 920 EUROS/ TM EN PRESENTACION 12X1 KG A LA EMPRESA ALIMENTOS LA ALIANZA, C.A. BAJO LA MODALIDAD DE FONDEN.",,,,966000,0,"20CAL00816",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,JPABON,N,,,"0025",,,,,,NO,NO,,,,,XXXXXXX,2020-05-15 00:00:00,XXXXXX,0,,,,V16265971           ,"0000000021",,"000001",,,"001"
"20CAL00817",2020-05-15 00:00:00,"0000002157","ADQUISICION DE 240 TM DE PASTA ALIMENTICIA A UN PRECIO DE 837,20 EUROS/ TM EN PRESENTACION 20X1 KG A LA EMPRESA ALIMENTOS LA ALIANZA, C.A. BAJO LA MODALIDAD DE FONDEN.",,,,200928,0,"20CAL00817",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-05-15 00:00:00,XXXXXX,0,,0,,V15835147           ,"0000000021",,"000001",,,"001"
"20CAL00819",2020-05-15 00:00:00,"0000002676",ADQUISICION DE 500 TM DE HARINA DE MAIZ  A LA EMPRESA SUMINISTROS NOMA A UN PRECIO UNITARIO DE 837.20 EUROS/TM (ADQUISICION PRODUCTO TERMINADO),,,,837200,0,"20CAL00819",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-05-15 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,CC,2020-05-15 00:00:00,C,0,,,,V12554945           ,"0000000021",,"000001",,,"001"
"20CAL00820",2020-05-15 00:00:00,"0000002676",ADQUISICION DE 1.500 TM DE HARINA DE MAIZ  A LA EMPRESA SUMINISTROS NOMA A UN PRECIO UNITARIO DE 837.20 EUROS/TM (ADQUISICION PRODUCTO TERMINADO),,,,1255800,0,"20CAL00820",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jledezma,N,,,"0025",,,,,,NO,NO,,,,,XX,2020-05-15 00:00:00,X,0,,,,V12554945           ,"0000000021",,"000001",,,"001"
"20CAL01126",2020-06-30 00:00:00,"0000001686","ADQUISICION DE 450 TM DE CARNE EN CANAL CON UN PRECIO 1780/ TM CON UNA PRESENTACION EN CANAL A LA EMPRESA CORPORACION TECNOAGRO, C.A. BAJO LA MODALIDAD DE FONDEN (PRODUCTO TERMINADO). ",,,,801000,0,"20CAL01126",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXXX,2020-06-30 00:00:00,XXXXXX,0,,,,V20397265           ,"0000000021",,"000001",,,"001"
"20CAL01127",2020-06-30 00:00:00,"0000002730","ADQUISICION DE 550 TM DE CARNE EN CANAL CON UN PRECIO 1780/ TM CON UNA PRESENTACION EN CANAL A LA EMPRESA ALIMENTOS DE VENEZUELA 2014, C.A. BAJO LA MODALIDAD DE FONDEN (PRODUCTO TERMINADO). ",,,,979000,0,"20CAL01127",N,N,,SEGÚN ACUERDO ENTRE PARTES,2020-07-02 00:00:00,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXX,2020-06-30 00:00:00,XXXXXX,0,,,,V19280669           ,"0000000021",,"000001",,,"001"
"20CAL01128",2020-06-30 00:00:00,"0000001686","ADQUISICION DE 11.000 CAJAS DE HUEVO  CON UN PRECIO 30.33/CAJA CON UNA PRESENTACION EN CANAL A LA EMPRESA CORPORACION TECNOAGRO, C.A. BAJO LA MODALIDAD DE FONDEN (PRODUCTO TERMINADO). ",,,,333630,0,"20CAL01128",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXXX,2020-06-30 00:00:00,XXXXXXX,0,,0,,V20397265           ,"0000000021",,"000001",,,"001"
"20CAL01129",2020-06-30 00:00:00,"0000002730","ADQUISICION DE 15.000 CAJAS DE HUEVO  CON UN PRECIO 30.33/CAJA CON UNA PRESENTACION EN CAJA A LA EMPRESA ALIMENTOS DE VENEZUELA 2014, C.A. BAJO LA MODALIDAD DE FONDEN (PRODUCTO TERMINADO). ",,,,454950,0,"20CAL01129",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXXX,2020-06-30 00:00:00,XXXXX,0,,,,V19280669           ,"0000000021",,"000001",,,"001"
"20CAL01130",2020-06-30 00:00:00,"0000002732","ADQUISICION DE 152.565 COMBOS DE ALIMENTOS CON UN PRECIO DE 12.83 EUROS/ LA BOLSA CON UNA PRESENTACION EN BOLSA  A LA EMPRESA SUPRAQUIMIC, C.A.  BAJO LA MODALIDAD DE FONDEN.",,,,1968088.5,0,"20CAL01130",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXXXX,2020-06-30 00:00:00,XXXXXX,0,,,,V3182310            ,"0000000021",,"000001",,,"001"
"20CAL01136",2020-07-03 00:00:00,"0000000069","ADQUISICION DE 120 TM DE HARINA DE MAIZ A LA 748 EUROS/TM CON UMA PRESENTACION EN KG CORRESPONDIENTE A LA EMPRESA IMPROA SANTONI, C.A. BAJO LA MODALIDAD DE FONDEN (PRODUCTO TERMONADO).",,,,89760,0,"20CAL01136",A,N,,SEGÚN ACUERDO ENTRE PARTES,,"008",1,,C,"0",,,,,,N,OCFC,,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,jpabon,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-07-03 00:00:00,XXXXX,0,,,,V10140481           ,"0000000021",,"000001",,,"001"
"20OCG00499",2020-11-04 00:00:00,"0000002666","SERVICIO DE ORGANIZACION DE EVENTOS CD-CUSPAL-016-2020. (SERVICIO DE DESAYUNO, ALMUERZO Y BEBIDAS PARA 70 PERSONAS POR 4 DIAS DESDE EL 28 HASTA EL 31 DE OCTUBRE 2020",,,,8907060000,0,"20OCG00499",N,S,,SEGÚN ACUERDO ENTRE PARTES,2020-11-04 00:00:00,"001",1,,C,"0",,,,,,N,OCMS,ST001919,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,YCRODRIGUE,N,,,"0025",,,,,,NO,NO,,,,,CD-CUSPAL-016-2020,2020-11-04 00:00:00,,0,1899-12-30 00:00:00,,,                    ,"0000000001",,"000001",,,"001"
"20OCG00500",2020-11-04 00:00:00,"0000002655","SUMINISTROS DE ALIMENTOS Y COMIDA REQUERIDA POR LA CORPORACION CD-CUSPAL-003-2020, PARA DOTACION DE LA COCINA DE LA PRESIDENCIA DE LA CUSPAL DURANTE EL PERIODO 26/10/2020 AL 31/10/2020.",,,,5113328000,0,"20OCG00500",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCMS,SC001923,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,CD-CUSPAL-003-2020,2020-11-04 00:00:00,,0,1899-12-30 00:00:00,0,,                    ,"0000000001",,"000001",,,"001"
"20OCG00501",2020-11-04 00:00:00,"0000002666","SERVICIO DE ORGANIZACION DE EVENTOS CD-CUSPAL-016-2020. (SERVICIO DE DESAYUNO, ALMUERZO Y BEBIDAS PARA 70 PERSONAS POR 4 DIAS DESDE EL 28 HASTA EL 31 DE OCTUBRE 2020",,,,8907060000,0,"20OCG00501",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,S,"0",,,,,,N,OSNP,ST001919,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,ygmendoza,N,,,"0025",,,,,,NO,NO,,,,,CD-CUSPAL-0016-2020,2020-11-04 00:00:00,,0,1899-12-30 00:00:00,0,,                    ,"0000000001",,"000001",,,"001"
"20CAL00024",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 31,50 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS AGROPECUARIA VILLA BRUZUAL COMPENSACION",,,,938499940,0,"20CAL00024",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000015,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-01-17 00:00:00,XXX,2,1899-12-30 00:00:00,,,V10338278           ,"0000000021",,"000001",,,"001"
"20CAL00025",2020-01-17 00:00:00,"0000000113","ADQUISICION DE 397,07 TM DE HARINA DE MAIZ A UN PRECIO DE 29.793.648,89 Bs. S/TM EN PRESENTACION 20 X 1 KILO A LA EMPRESA ALIMENTOS POLAR COMERCIAL (ADQUISICION PRODUCTO TERMINADO) SILOS LA FLECHA COMPENSACION",,,,11830167143.7,0,"20CAL00025",A,S,,SEGÚN ACUERDO ENTRE PARTES,,"001",1,,C,"0",,,,,,N,OCCP,SC000016,,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA,N,A,,,,,farojas,N,,,"0025",,,,,,NO,NO,,,,,XXXX,2020-01-17 00:00:00,XXX,2,1899-12-30 00:00:00,,,V10338278           ,"0000000021",,"000001",,,"001"
